,OrderFlowImba,qi,T
0,-0.0003040919107386101,-16.773635265361165,5
1,-0.00029003286692021543,0.0,5
2,-0.000263997600589855,0.0,5
3,-0.0002629561899366406,0.0,5
4,-0.0002509799674246748,0.0,5
5,-0.00024264868219895942,0.0,5
6,-0.00023119316501360083,0.0,5
7,-0.0002301517543603864,-11.182423510240778,5
8,-0.00022286187978788548,-5.591211755120389,5
9,-0.00021765482652181338,0.0,5
10,-0.00021505129988877734,-2.7956058775601944,5
11,-0.00021453059456217014,0.0,5
12,-0.00020828213064288362,0.0,5
13,-0.000206720014663062,0.0,5
14,-0.00020047155074377548,-11.182423510240778,5
15,-0.00019995084541716827,0.0,5
16,-0.000194223086824489,0.0,5
17,-0.0001905781495382385,-11.182423510240778,5
18,-0.0001900574442116313,0.0,5
19,-0.0001848503909455592,5.591211755120389,5
20,-0.00018016404300609434,0.0,5
21,-0.0001770398110464511,-2.7956058775601944,5
22,-0.00017599840039323665,-5.591211755120389,5
23,-0.0001733948737602006,0.0,5
24,-0.0001728741684335934,0.0,5
25,-0.00016922923114734295,5.591211755120389,5
26,-0.0001666257045143069,0.0,5
27,-0.00016506358853448527,5.591211755120389,5
28,-0.00016350147255466365,-2.7956058775601944,5
29,-0.0001603772405950204,-5.591211755120389,5
30,-0.00015881512461519875,-5.591211755120389,5
31,-0.00015673230330876992,-1.8637372517067963,5
32,-0.00015621159798216271,0.0,5
33,-0.00015360807134912668,0.0,5
34,-0.00015308736602251947,-5.591211755120389,5
35,-0.00015256666069591226,0.0,5
36,-0.00015100454471609064,0.0,5
37,-0.0001504838393894834,-3.7274745034135925,5
38,-0.00014788031275644737,-5.591211755120389,5
39,-0.00014735960742984016,-22.364847020481555,5
40,-0.00014631819677662575,-11.182423510240778,5
41,-0.00014527678612341133,-11.182423510240778,5
42,-0.00014475608079680412,-5.591211755120389,5
43,-0.0001437146701435897,-2.7956058775601944,5
44,-0.0001431939648169825,-5.591211755120389,5
45,-0.0001426732594903753,0.0,5
46,-0.00014163184883716085,-5.591211755120389,5
47,-0.00014059043818394644,0.0,5
48,-0.00014006973285733923,0.0,5
49,-0.00013954902753073202,0.0,5
50,-0.0001385076168775176,-3.7274745034135925,5
51,-0.00013642479557108878,-2.7956058775601944,5
52,-0.00013590409024448157,0.0,5
53,-0.0001333005636114455,0.0,5
54,-0.0001327798582848383,-2.7956058775601944,5
55,-0.00013173844763162388,0.0,5
56,-0.00013121774230501668,-11.182423510240778,5
57,-0.00013017633165180226,0.0,5
58,-0.00012913492099858785,0.0,5
59,-0.00012809351034537343,0.0,5
60,-0.0001265313943655518,0.0,5
61,-0.0001254899837123374,0.0,5
62,-0.0001249692783857302,0.0,5
63,-0.00012392786773251575,-2.7956058775601944,5
64,-0.00012340716240590854,0.0,5
65,-0.00012236575175269412,-4.193408816340291,5
66,-0.00012184504642608692,-2.7956058775601944,5
67,-0.00012132434109947971,0.0,5
68,-0.0001202829304462653,0.0,5
69,-0.00011976222511965809,0.0,5
70,-0.00011924151979305088,0.0,5
71,-0.00011872081446644367,-3.7274745034135925,5
72,-0.00011820010913983645,-5.591211755120389,5
73,-0.00011767940381322924,0.0,5
74,-0.00011663799316001483,-1.3978029387800972,5
75,-0.000114555171853586,0.0,5
76,-0.00011403446652697879,-5.591211755120389,5
77,-0.00011195164522054995,0.0,5
78,-0.00011143093989394274,-2.7956058775601944,5
79,-0.00011038952924072833,0.0,5
80,-0.00010986882391412112,-5.591211755120389,5
81,-0.0001093481185875139,0.0,5
82,-0.00010726529728108507,-1.8637372517067963,5
83,-0.00010674459195447786,0.0,5
84,-0.00010622388662787065,-5.591211755120389,5
85,-0.00010570318130126345,-2.7956058775601944,5
86,-0.00010518247597465622,-5.591211755120389,5
87,-0.00010466177064804902,0.0,5
88,-0.00010414106532144181,-1.3978029387800972,5
89,-0.0001036203599948346,-1.8637372517067963,5
90,-0.0001030996546682274,5.591211755120389,5
91,-0.00010257894934162019,0.0,5
92,-0.00010205824401501298,0.0,5
93,-0.00010153753868840577,0.0,5
94,-0.00010049612803519134,-5.591211755120389,5
95,-9.997542270858414e-05,-5.591211755120389,5
96,-9.945471738197693e-05,0.0,5
97,-9.893401205536972e-05,-8.386817632680582,5
98,-9.789260140215531e-05,0.0,5
99,-9.685119074894089e-05,-5.591211755120389,5
100,-9.633048542233367e-05,-5.591211755120389,5
101,-9.528907476911926e-05,-3.3547270530722333,5
102,-9.476836944251205e-05,-2.7956058775601944,5
103,-9.424766411590484e-05,0.0,5
104,-9.372695878929763e-05,-11.182423510240778,5
105,-9.320625346269043e-05,-2.7956058775601944,5
106,-9.268554813608322e-05,-1.8637372517067963,5
107,-9.2164842809476e-05,-2.7956058775601944,5
108,-9.112343215626158e-05,0.0,5
109,-9.060272682965438e-05,0.0,5
110,-9.008202150304717e-05,-4.193408816340291,5
111,-8.956131617643996e-05,-8.386817632680582,5
112,-8.904061084983275e-05,-6.709454106144467,5
113,-8.851990552322555e-05,0.0,5
114,-8.799920019661833e-05,-5.591211755120389,5
115,-8.747849487001112e-05,0.0,5
116,-8.695778954340391e-05,-2.2364847020481555,5
117,-8.64370842167967e-05,0.0,5
118,-8.59163788901895e-05,-2.7956058775601944,5
119,-8.539567356358229e-05,-5.591211755120389,5
120,-8.487496823697508e-05,-11.182423510240778,5
121,-8.435426291036787e-05,-1.8637372517067963,5
122,-8.383355758376065e-05,-2.7956058775601944,5
123,-8.331285225715344e-05,-8.386817632680582,5
124,-8.227144160393903e-05,-5.591211755120389,5
125,-8.175073627733182e-05,-11.182423510240778,5
126,-8.123003095072462e-05,0.0,5
127,-8.070932562411741e-05,-7.454949006827185,5
128,-8.01886202975102e-05,0.0,5
129,-7.966791497090299e-05,-1.8637372517067963,5
130,-7.914720964429577e-05,-1.8637372517067963,5
131,-7.862650431768856e-05,-5.591211755120389,5
132,-7.810579899108136e-05,0.0,5
133,-7.758509366447415e-05,-2.7956058775601944,5
134,-7.706438833786694e-05,-7.454949006827185,5
135,-7.654368301125973e-05,0.0,5
136,-7.602297768465253e-05,-5.591211755120389,5
137,-7.550227235804532e-05,0.0,5
138,-7.49815670314381e-05,-13.046160761947574,5
139,-7.446086170483089e-05,-3.7274745034135925,5
140,-7.341945105161648e-05,-2.2364847020481555,5
141,-7.289874572500927e-05,-1.3978029387800972,5
142,-7.237804039840206e-05,-8.386817632680582,5
143,-7.185733507179485e-05,-1.1182423510240778,5
144,-7.133662974518765e-05,-1.3978029387800972,5
145,-7.081592441858043e-05,-3.3547270530722333,5
146,-7.029521909197322e-05,1.8637372517067963,5
147,-6.977451376536601e-05,-1.8637372517067963,5
148,-6.92538084387588e-05,0.0,5
149,-6.87331031121516e-05,-3.3547270530722333,5
150,-6.821239778554439e-05,-4.193408816340291,5
151,-6.769169245893718e-05,0.0,5
152,-6.717098713232997e-05,-4.193408816340291,5
153,-6.665028180572275e-05,-4.193408816340291,5
154,-6.612957647911555e-05,-5.870772342876408,5
155,-6.560887115250834e-05,-2.7956058775601944,5
156,-6.508816582590113e-05,-2.44615514286517,5
157,-6.456746049929392e-05,-2.7956058775601944,5
158,-6.404675517268672e-05,-4.193408816340291,5
159,-6.352604984607951e-05,0.0,5
160,-6.30053445194723e-05,-1.8637372517067963,5
161,-6.24846391928651e-05,-1.8637372517067963,5
162,-6.196393386625787e-05,-4.659343129266991,5
163,-6.144322853965067e-05,-3.049751866429303,5
164,-6.092252321304346e-05,-4.193408816340291,5
165,-6.040181788643625e-05,0.0,5
166,-5.988111255982904e-05,-2.7956058775601944,5
167,-5.9360407233221836e-05,-1.9968613411144245,5
168,-5.883970190661462e-05,-1.9968613411144245,5
169,-5.8318996580007414e-05,-5.591211755120389,5
170,-5.779829125340021e-05,-4.193408816340291,5
171,-5.7277585926793e-05,-2.396233609337309,5
172,-5.6756880600185785e-05,-1.3978029387800972,5
173,-5.623617527357858e-05,-3.494507346950243,5
174,-5.571546994697137e-05,-2.484983002275728,5
175,-5.519476462036416e-05,-3.7274745034135925,5
176,-5.467405929375695e-05,-2.2364847020481555,5
177,-5.415335396714974e-05,-2.7956058775601944,5
