,TradeIdx,Date,EntryDate,Time,TradeVolume,AskVolume,BidVolume,TradePrice,AskPrice,BidPrice,MidPrice,MidPriceW,Buy/Sell
2272,69604,20201126,201126,95508,1,3,12,362700,362725,362700,362712.5,362705.0,-1
2273,69653,20201126,201126,95509,1,9,11,362725,362725,362700,362712.5,362711.25,1
2274,69688,20201126,201126,95509,3,3,13,362725,362725,362700,362712.5,362704.6875,1
2275,69689,20201126,201126,95509,33,3,13,362750,362725,362700,362712.5,362704.6875,1
2276,69740,20201126,201126,95509,7,7,17,362750,362750,362725,362737.5,362732.2916666667,1
2277,69741,20201126,201126,95509,18,7,17,362775,362750,362725,362737.5,362732.2916666667,1
2278,69742,20201126,201126,95509,15,7,17,362800,362750,362725,362737.5,362732.2916666667,1
2279,69767,20201126,201126,95509,1,6,13,362750,362750,362725,362737.5,362732.8947368421,1
2280,69770,20201126,201126,95509,4,4,13,362750,362750,362725,362737.5,362730.8823529412,1
2281,69805,20201126,201126,95509,1,2,20,362750,362775,362750,362762.5,362752.2727272727,-1
2282,69832,20201126,201126,95509,1,5,18,362775,362775,362750,362762.5,362755.4347826087,1
2283,69847,20201126,201126,95509,3,11,14,362750,362775,362750,362762.5,362761.0,-1
2284,69854,20201126,201126,95509,6,8,8,362750,362775,362750,362762.5,362762.5,-1
2285,69859,20201126,201126,95509,1,10,2,362750,362775,362750,362762.5,362770.8333333333,-1
2286,69864,20201126,201126,95509,1,13,1,362750,362775,362750,362762.5,362773.21428571426,-1
2287,69877,20201126,201126,95509,2,2,15,362750,362750,362725,362737.5,362727.9411764706,1
2288,69918,20201126,201126,95509,1,11,15,362775,362775,362750,362762.5,362760.57692307694,1
2289,69921,20201126,201126,95509,1,10,15,362750,362775,362750,362762.5,362760.0,-1
2290,69924,20201126,201126,95509,10,10,14,362775,362775,362750,362762.5,362760.4166666667,1
2291,69969,20201126,201126,95509,1,17,10,362775,362800,362775,362787.5,362790.74074074073,-1
2292,70038,20201126,201126,95510,12,13,12,362750,362775,362750,362762.5,362763.0,-1
2293,70061,20201126,201126,95510,5,5,16,362750,362750,362725,362737.5,362730.95238095237,1
2294,70098,20201126,201126,95510,10,4,16,362750,362775,362750,362762.5,362755.0,-1
2295,70117,20201126,201126,95510,1,9,4,362750,362775,362750,362762.5,362767.3076923077,-1
2296,70134,20201126,201126,95510,3,12,3,362750,362775,362750,362762.5,362770.0,-1
2297,70197,20201126,201126,95510,1,5,17,362775,362775,362750,362762.5,362755.6818181818,1
2298,70202,20201126,201126,95511,10,4,18,362750,362775,362750,362762.5,362754.54545454547,-1
2299,70225,20201126,201126,95511,1,13,5,362750,362775,362750,362762.5,362768.05555555556,-1
2300,70232,20201126,201126,95511,4,13,4,362750,362775,362750,362762.5,362769.1176470588,-1
2301,70255,20201126,201126,95511,1,12,1,362750,362775,362750,362762.5,362773.07692307694,-1
2302,70270,20201126,201126,95511,1,5,18,362725,362750,362725,362737.5,362730.4347826087,-1
2303,70275,20201126,201126,95511,1,5,16,362725,362750,362725,362737.5,362730.95238095237,-1
2304,70278,20201126,201126,95511,5,5,15,362750,362750,362725,362737.5,362731.25,1
2305,70279,20201126,201126,95511,14,5,15,362775,362750,362725,362737.5,362731.25,1
2306,70280,20201126,201126,95511,12,5,15,362800,362750,362725,362737.5,362731.25,1
2307,70287,20201126,201126,95511,15,15,15,362800,362800,362725,362762.5,362762.5,1
2308,70288,20201126,201126,95511,19,15,15,362825,362800,362725,362762.5,362762.5,1
2309,70329,20201126,201126,95511,1,2,23,362775,362775,362750,362762.5,362752.0,1
2310,70390,20201126,201126,95511,1,14,19,362775,362800,362775,362787.5,362785.6060606061,-1
2311,70413,20201126,201126,95511,1,14,11,362775,362800,362775,362787.5,362789.0,-1
2312,70416,20201126,201126,95511,2,14,10,362800,362800,362775,362787.5,362789.5833333333,1
2313,70447,20201126,201126,95511,1,10,16,362800,362800,362775,362787.5,362784.6153846154,1
2314,70472,20201126,201126,95512,1,5,13,362800,362800,362775,362787.5,362781.94444444444,1
2315,70481,20201126,201126,95512,1,5,13,362800,362800,362775,362787.5,362781.94444444444,1
2316,70488,20201126,201126,95512,8,8,13,362800,362800,362775,362787.5,362784.5238095238,1
2317,70489,20201126,201126,95512,18,8,13,362825,362800,362775,362787.5,362784.5238095238,1
2318,70496,20201126,201126,95512,3,3,1,362825,362825,362800,362812.5,362818.75,1
2319,70497,20201126,201126,95512,26,3,1,362850,362825,362800,362812.5,362818.75,1
2320,70498,20201126,201126,95512,1,3,1,362850,362825,362800,362812.5,362818.75,1
2321,70539,20201126,201126,95512,2,5,19,362825,362825,362800,362812.5,362805.2083333333,1
2322,70542,20201126,201126,95512,1,3,19,362825,362825,362800,362812.5,362803.4090909091,1
2323,70545,20201126,201126,95512,1,2,19,362825,362825,362800,362812.5,362802.38095238095,1
2324,70548,20201126,201126,95512,1,1,19,362825,362825,362800,362812.5,362801.25,1
2325,70569,20201126,201126,95512,1,7,11,362825,362850,362825,362837.5,362834.72222222225,-1
2326,70614,20201126,201126,95512,1,6,14,362825,362850,362825,362837.5,362832.5,-1
2327,70631,20201126,201126,95512,5,13,6,362825,362850,362825,362837.5,362842.1052631579,-1
2328,70634,20201126,201126,95512,1,13,1,362825,362850,362825,362837.5,362848.21428571426,-1
2329,70647,20201126,201126,95512,2,2,16,362825,362825,362800,362812.5,362802.77777777775,1
2330,70672,20201126,201126,95512,1,13,11,362825,362850,362825,362837.5,362838.5416666667,-1
2331,70697,20201126,201126,95512,2,20,2,362825,362850,362825,362837.5,362847.7272727273,-1
2332,70712,20201126,201126,95512,2,3,17,362825,362825,362800,362812.5,362803.75,1
2333,70717,20201126,201126,95512,1,1,18,362825,362825,362800,362812.5,362801.3157894737,1
2334,70770,20201126,201126,95513,12,11,12,362825,362850,362825,362837.5,362836.95652173914,-1
2335,70819,20201126,201126,95513,5,5,16,362825,362825,362800,362812.5,362805.95238095237,1
2336,70820,20201126,201126,95513,17,5,16,362850,362825,362800,362812.5,362805.95238095237,1
2337,70825,20201126,201126,95513,2,2,16,362850,362850,362800,362825.0,362805.55555555556,1
2338,70826,20201126,201126,95513,22,2,16,362875,362850,362800,362825.0,362805.55555555556,1
2339,70827,20201126,201126,95513,1,2,16,362875,362850,362800,362825.0,362805.55555555556,1
2340,70828,20201126,201126,95513,1,2,16,362875,362850,362800,362825.0,362805.55555555556,1
2341,70829,20201126,201126,95513,2,2,16,362875,362850,362800,362825.0,362805.55555555556,1
2342,70902,20201126,201126,95513,4,6,4,362850,362875,362850,362862.5,362865.0,-1
2343,70907,20201126,201126,95513,1,6,1,362850,362875,362850,362862.5,362871.4285714286,-1
2344,70926,20201126,201126,95513,6,10,7,362850,362875,362850,362862.5,362864.70588235295,-1
2345,70929,20201126,201126,95513,1,10,1,362850,362875,362850,362862.5,362872.7272727273,-1
2346,70934,20201126,201126,95513,1,2,22,362850,362850,362825,362837.5,362827.0833333333,1
2347,70937,20201126,201126,95513,1,1,22,362850,362850,362825,362837.5,362826.0869565217,1
2348,70946,20201126,201126,95513,1,8,2,362850,362875,362850,362862.5,362870.0,-1
2349,70955,20201126,201126,95513,1,7,6,362850,362875,362850,362862.5,362863.46153846156,-1
2350,71008,20201126,201126,95513,2,12,11,362850,362875,362850,362862.5,362863.04347826086,-1
2351,71013,20201126,201126,95513,2,12,2,362850,362875,362850,362862.5,362871.4285714286,-1
2352,71036,20201126,201126,95513,1,22,23,362825,362875,362825,362850.0,362849.44444444444,-1
2353,71049,20201126,201126,95514,3,3,23,362850,362850,362825,362837.5,362827.8846153846,1
2354,71094,20201126,201126,95514,2,14,14,362875,362875,362850,362862.5,362862.5,1
2355,71103,20201126,201126,95514,1,11,15,362875,362875,362850,362862.5,362860.57692307694,1
2356,71106,20201126,201126,95514,15,10,15,362850,362875,362850,362862.5,362860.0,-1
2357,71107,20201126,201126,95514,5,10,15,362825,362875,362850,362862.5,362860.0,-1
2358,71160,20201126,201126,95514,1,5,18,362850,362850,362825,362837.5,362830.4347826087,1
2359,71165,20201126,201126,95514,1,4,20,362850,362850,362825,362837.5,362829.1666666667,1
2360,71168,20201126,201126,95514,3,3,20,362850,362850,362825,362837.5,362828.26086956525,1
2361,71215,20201126,201126,95515,12,12,13,362875,362875,362850,362862.5,362862.0,1
2362,71216,20201126,201126,95515,7,12,13,362900,362875,362850,362862.5,362862.0,1
2363,71217,20201126,201126,95515,1,12,13,362900,362875,362850,362862.5,362862.0,1
2364,71254,20201126,201126,95515,21,46,15,362900,362900,362875,362887.5,362893.8524590164,1
2365,71257,20201126,201126,95515,2,25,15,362875,362900,362875,362887.5,362890.625,-1
2366,71266,20201126,201126,95515,4,25,9,362875,362900,362875,362887.5,362893.3823529412,-1
2367,71269,20201126,201126,95515,1,25,5,362875,362900,362875,362887.5,362895.8333333333,-1
2368,71272,20201126,201126,95515,3,25,4,362875,362900,362875,362887.5,362896.5517241379,-1
2369,71297,20201126,201126,95515,1,25,10,362900,362900,362875,362887.5,362892.85714285716,1
2370,71322,20201126,201126,95515,1,23,12,362900,362900,362875,362887.5,362891.4285714286,1
2371,71327,20201126,201126,95515,1,22,11,362900,362900,362875,362887.5,362891.6666666667,1
2372,71330,20201126,201126,95515,5,21,11,362875,362900,362875,362887.5,362891.40625,-1
2373,71341,20201126,201126,95515,1,24,6,362875,362900,362875,362887.5,362895.0,-1
2374,71352,20201126,201126,95515,1,28,1,362875,362900,362875,362887.5,362899.1379310345,-1
2375,71359,20201126,201126,95515,1,2,20,362875,362875,362850,362862.5,362852.2727272727,1
2376,71426,20201126,201126,95515,4,4,21,362875,362875,362850,362862.5,362854.0,1
2377,71449,20201126,201126,95515,1,29,7,362875,362900,362875,362887.5,362895.1388888889,-1
2378,71454,20201126,201126,95515,1,29,1,362875,362900,362875,362887.5,362899.1666666667,-1
2379,71471,20201126,201126,95515,2,2,18,362875,362875,362850,362862.5,362852.5,1
2380,71472,20201126,201126,95515,5,2,18,362900,362875,362850,362862.5,362852.5,1
2381,71513,20201126,201126,95516,8,28,8,362875,362900,362875,362887.5,362894.44444444444,-1
2382,71548,20201126,201126,95516,1,1,17,362875,362875,362850,362862.5,362851.3888888889,1
2383,71549,20201126,201126,95516,15,1,17,362900,362875,362850,362862.5,362851.3888888889,1
2384,71576,20201126,201126,95516,11,11,10,362900,362900,362875,362887.5,362888.09523809527,1
2385,71577,20201126,201126,95516,6,11,10,362925,362900,362875,362887.5,362888.09523809527,1
2386,71594,20201126,201126,95516,1,6,13,362900,362900,362875,362887.5,362882.8947368421,1
2387,71599,20201126,201126,95516,5,5,14,362900,362900,362875,362887.5,362881.5789473684,1
2388,71614,20201126,201126,95516,1,27,9,362900,362925,362900,362912.5,362918.75,-1
2389,71629,20201126,201126,95516,3,26,4,362900,362925,362900,362912.5,362921.6666666667,-1
2390,71632,20201126,201126,95516,1,26,1,362900,362925,362900,362912.5,362924.0740740741,-1
2391,71659,20201126,201126,95516,1,3,19,362900,362900,362875,362887.5,362878.4090909091,1
2392,71662,20201126,201126,95516,2,2,19,362900,362900,362875,362887.5,362877.38095238095,1
2393,71735,20201126,201126,95516,1,23,16,362900,362925,362900,362912.5,362914.74358974356,-1
2394,71746,20201126,201126,95516,4,24,10,362900,362925,362900,362912.5,362917.64705882355,-1
2395,71749,20201126,201126,95516,2,24,6,362900,362925,362900,362912.5,362920.0,-1
2396,71752,20201126,201126,95516,1,24,4,362900,362925,362900,362912.5,362921.4285714286,-1
2397,71755,20201126,201126,95516,1,24,3,362900,362925,362900,362912.5,362922.22222222225,-1
2398,71758,20201126,201126,95516,2,24,2,362900,362925,362900,362912.5,362923.07692307694,-1
2399,71773,20201126,201126,95516,3,26,3,362900,362925,362900,362912.5,362922.4137931034,-1
2400,71810,20201126,201126,95516,1,4,21,362900,362900,362875,362887.5,362879.0,1
2401,71857,20201126,201126,95516,4,20,4,362875,362900,362875,362887.5,362895.8333333333,-1
2402,71876,20201126,201126,95516,2,17,23,362900,362900,362850,362875.0,362871.25,1
2403,71927,20201126,201126,95517,10,18,10,362875,362900,362875,362887.5,362891.0714285714,-1
2404,71990,20201126,201126,95517,1,7,20,362850,362875,362850,362862.5,362856.48148148146,-1
2405,71999,20201126,201126,95517,1,11,17,362850,362875,362850,362862.5,362859.8214285714,-1
2406,72014,20201126,201126,95517,1,11,12,362850,362875,362850,362862.5,362861.95652173914,-1
2407,72031,20201126,201126,95517,7,16,7,362850,362875,362850,362862.5,362867.39130434784,-1
2408,72060,20201126,201126,95517,6,8,41,362825,362850,362825,362837.5,362829.0816326531,-1
2409,72091,20201126,201126,95518,2,7,34,362825,362850,362825,362837.5,362829.26829268294,-1
2410,72108,20201126,201126,95519,1,11,36,362825,362850,362825,362837.5,362830.8510638298,-1
2411,72125,20201126,201126,95519,1,19,35,362825,362850,362825,362837.5,362833.7962962963,-1
2412,72128,20201126,201126,95519,2,19,34,362825,362850,362825,362837.5,362833.96226415096,-1
2413,72131,20201126,201126,95519,2,19,32,362825,362850,362825,362837.5,362834.3137254902,-1
2414,72134,20201126,201126,95519,1,19,30,362825,362850,362825,362837.5,362834.693877551,-1
2415,72137,20201126,201126,95519,1,19,29,362825,362850,362825,362837.5,362834.8958333333,-1
2416,72146,20201126,201126,95519,16,19,27,362825,362850,362825,362837.5,362835.32608695654,-1
2417,72149,20201126,201126,95519,1,19,11,362825,362850,362825,362837.5,362840.8333333333,-1
2418,72156,20201126,201126,95519,3,21,9,362825,362850,362825,362837.5,362842.5,-1
2419,72159,20201126,201126,95519,3,21,6,362825,362850,362825,362837.5,362844.44444444444,-1
2420,72162,20201126,201126,95519,1,21,3,362825,362850,362825,362837.5,362846.875,-1
2421,72165,20201126,201126,95519,2,21,2,362825,362850,362825,362837.5,362847.82608695654,-1
2422,72186,20201126,201126,95519,1,1,20,362825,362825,362800,362812.5,362801.1904761905,1
2423,72199,20201126,201126,95519,1,22,5,362825,362850,362825,362837.5,362845.3703703704,-1
2424,72208,20201126,201126,95519,3,21,5,362825,362850,362825,362837.5,362845.1923076923,-1
2425,72229,20201126,201126,95519,2,22,2,362825,362850,362825,362837.5,362847.9166666667,-1
2426,72264,20201126,201126,95519,4,4,22,362825,362825,362800,362812.5,362803.8461538461,1
2427,72285,20201126,201126,95519,1,19,8,362825,362850,362825,362837.5,362842.5925925926,-1
2428,72298,20201126,201126,95519,3,21,3,362825,362850,362825,362837.5,362846.875,-1
2429,72313,20201126,201126,95520,3,9,22,362800,362825,362800,362812.5,362807.2580645161,-1
2430,72372,20201126,201126,95520,3,26,3,362800,362825,362800,362812.5,362822.4137931034,-1
2431,72409,20201126,201126,95520,3,3,21,362800,362800,362775,362787.5,362778.125,1
2432,72448,20201126,201126,95521,1,20,1,362800,362825,362800,362812.5,362823.8095238095,-1
2433,72473,20201126,201126,95521,1,2,21,362775,362800,362775,362787.5,362777.17391304346,-1
2434,72520,20201126,201126,95521,8,16,8,362775,362800,362775,362787.5,362791.6666666667,-1
2435,72551,20201126,201126,95521,1,3,27,362775,362775,362750,362762.5,362752.5,1
2436,72554,20201126,201126,95521,1,2,27,362775,362775,362750,362762.5,362751.724137931,1
2437,72557,20201126,201126,95521,1,1,27,362775,362775,362750,362762.5,362750.89285714284,1
2438,72590,20201126,201126,95521,10,10,12,362800,362800,362775,362787.5,362786.36363636365,1
2439,72591,20201126,201126,95521,4,10,12,362825,362800,362775,362787.5,362786.36363636365,1
2440,72608,20201126,201126,95521,15,15,3,362825,362825,362800,362812.5,362820.8333333333,1
2441,72629,20201126,201126,95521,1,4,12,362825,362825,362800,362812.5,362806.25,1
2442,72688,20201126,201126,95521,1,19,18,362825,362825,362775,362800.0,362800.6756756757,1
2443,72751,20201126,201126,95521,5,25,16,362775,362825,362775,362800.0,362805.48780487804,-1
2444,72800,20201126,201126,95522,5,6,19,362800,362800,362775,362787.5,362781.0,1
2445,72803,20201126,201126,95522,1,1,19,362800,362800,362775,362787.5,362776.25,1
2446,72866,20201126,201126,95523,5,23,18,362775,362825,362775,362800.0,362803.0487804878,-1
2447,72891,20201126,201126,95523,4,4,15,362800,362800,362775,362787.5,362780.2631578947,1
2448,72892,20201126,201126,95523,8,4,15,362825,362800,362775,362787.5,362780.2631578947,1
2449,72925,20201126,201126,95523,13,13,17,362825,362825,362800,362812.5,362810.8333333333,1
2450,72954,20201126,201126,95523,1,4,18,362825,362825,362800,362812.5,362804.54545454547,1
2451,72959,20201126,201126,95523,1,3,20,362825,362825,362800,362812.5,362803.26086956525,1
2452,72986,20201126,201126,95523,2,4,18,362825,362825,362800,362812.5,362804.54545454547,1
2453,72995,20201126,201126,95523,2,22,2,362825,362850,362825,362837.5,362847.9166666667,-1
2454,73010,20201126,201126,95523,2,2,19,362825,362825,362800,362812.5,362802.38095238095,1
2455,73031,20201126,201126,95523,1,2,21,362825,362825,362800,362812.5,362802.17391304346,1
2456,73080,20201126,201126,95524,1,13,10,362825,362850,362825,362837.5,362839.1304347826,-1
2457,73115,20201126,201126,95524,1,18,23,362850,362850,362800,362825.0,362821.9512195122,1
2458,73132,20201126,201126,95525,10,20,22,362850,362850,362800,362825.0,362823.8095238095,1
2459,73135,20201126,201126,95525,10,10,22,362850,362850,362800,362825.0,362815.625,1
2460,73136,20201126,201126,95525,1,10,22,362875,362850,362800,362825.0,362815.625,1
2461,73213,20201126,201126,95525,4,4,15,362850,362850,362825,362837.5,362830.2631578947,1
2462,73254,20201126,201126,95525,17,18,17,362825,362875,362825,362850.0,362850.71428571426,-1
2463,73255,20201126,201126,95525,3,18,17,362800,362875,362825,362850.0,362850.71428571426,-1
2464,73356,20201126,201126,95526,3,13,11,362825,362850,362825,362837.5,362838.5416666667,-1
2465,73359,20201126,201126,95526,2,13,8,362825,362850,362825,362837.5,362840.4761904762,-1
2466,73362,20201126,201126,95526,5,13,6,362825,362850,362825,362837.5,362842.1052631579,-1
2467,73365,20201126,201126,95526,1,13,1,362825,362850,362825,362837.5,362848.21428571426,-1
2468,73382,20201126,201126,95526,2,2,20,362825,362825,362800,362812.5,362802.2727272727,1
2469,73409,20201126,201126,95526,4,11,9,362825,362850,362825,362837.5,362838.75,-1
2470,73418,20201126,201126,95526,1,15,5,362825,362850,362825,362837.5,362843.75,-1
2471,73421,20201126,201126,95526,2,15,4,362825,362850,362825,362837.5,362844.7368421053,-1
2472,73444,20201126,201126,95526,1,18,23,362850,362850,362800,362825.0,362821.9512195122,1
2473,73463,20201126,201126,95526,8,14,5,362850,362850,362825,362837.5,362843.4210526316,1
2474,73494,20201126,201126,95526,9,26,19,362875,362875,362825,362850.0,362853.8888888889,1
2475,73561,20201126,201126,95526,1,7,11,362850,362875,362850,362862.5,362859.72222222225,-1
2476,73574,20201126,201126,95526,3,12,10,362875,362875,362850,362862.5,362863.63636363635,1
2477,73605,20201126,201126,95527,4,6,14,362850,362875,362850,362862.5,362857.5,-1
2478,73648,20201126,201126,95527,1,20,8,362875,362875,362850,362862.5,362867.85714285716,1
2479,73665,20201126,201126,95527,7,15,14,362875,362875,362850,362862.5,362862.9310344828,1
2480,73672,20201126,201126,95527,2,6,16,362875,362875,362850,362862.5,362856.8181818182,1
2481,73675,20201126,201126,95527,1,4,16,362875,362875,362850,362862.5,362855.0,1
2482,73678,20201126,201126,95527,1,3,16,362875,362875,362850,362862.5,362853.94736842107,1
2483,73681,20201126,201126,95527,1,2,16,362875,362875,362850,362862.5,362852.77777777775,1
2484,73684,20201126,201126,95527,1,1,16,362875,362875,362850,362862.5,362851.4705882353,1
2485,73689,20201126,201126,95527,1,1,16,362875,362875,362850,362862.5,362851.4705882353,1
2486,73690,20201126,201126,95527,7,1,16,362900,362875,362850,362862.5,362851.4705882353,1
2487,73701,20201126,201126,95527,1,1,18,362875,362875,362850,362862.5,362851.3157894737,1
2488,73712,20201126,201126,95527,1,26,6,362875,362900,362875,362887.5,362895.3125,-1
2489,73727,20201126,201126,95527,1,26,1,362875,362900,362875,362887.5,362899.0740740741,-1
2490,73798,20201126,201126,95527,10,18,9,362875,362875,362850,362862.5,362866.6666666667,1
2491,73857,20201126,201126,95527,8,8,20,362875,362875,362850,362862.5,362857.14285714284,1
2492,73858,20201126,201126,95527,2,8,20,362900,362875,362850,362862.5,362857.14285714284,1
2493,73875,20201126,201126,95527,2,26,2,362875,362900,362875,362887.5,362898.21428571426,-1
2494,73904,20201126,201126,95528,4,4,17,362875,362875,362850,362862.5,362854.7619047619,1
2495,73905,20201126,201126,95528,6,4,17,362900,362875,362850,362862.5,362854.7619047619,1
2496,73962,20201126,201126,95528,10,27,14,362900,362900,362875,362887.5,362891.46341463417,1
2497,73965,20201126,201126,95528,1,17,14,362900,362900,362875,362887.5,362888.70967741933,1
2498,73968,20201126,201126,95528,1,16,14,362900,362900,362875,362887.5,362888.3333333333,1
2499,73971,20201126,201126,95528,7,15,14,362900,362900,362875,362887.5,362887.9310344828,1
2500,73992,20201126,201126,95528,7,7,24,362900,362900,362875,362887.5,362880.6451612903,1
2501,73993,20201126,201126,95528,3,7,24,362925,362900,362875,362887.5,362880.6451612903,1
2502,74018,20201126,201126,95528,2,29,12,362900,362925,362900,362912.5,362917.68292682926,-1
2503,74049,20201126,201126,95528,2,47,2,362900,362925,362900,362912.5,362923.97959183675,-1
2504,74068,20201126,201126,95528,1,1,19,362900,362900,362875,362887.5,362876.25,1
2505,74069,20201126,201126,95528,9,1,19,362925,362900,362875,362887.5,362876.25,1
2506,74126,20201126,201126,95528,2,35,2,362900,362925,362900,362912.5,362923.64864864864,-1
2507,74175,20201126,201126,95528,10,36,6,362925,362925,362900,362912.5,362921.4285714286,1
2508,74212,20201126,201126,95528,1,18,10,362900,362925,362900,362912.5,362916.0714285714,-1
2509,74237,20201126,201126,95529,3,28,3,362900,362925,362900,362912.5,362922.5806451613,-1
2510,74258,20201126,201126,95529,10,31,20,362925,362925,362875,362900.0,362905.39215686277,1
2511,74317,20201126,201126,95529,9,9,16,362925,362925,362900,362912.5,362909.0,1
2512,74318,20201126,201126,95529,1,9,16,362950,362925,362900,362912.5,362909.0,1
2513,74319,20201126,201126,95529,1,9,16,362950,362925,362900,362912.5,362909.0,1
2514,74340,20201126,201126,95529,3,28,5,362925,362950,362925,362937.5,362946.2121212121,-1
2515,74359,20201126,201126,95529,1,9,23,362925,362925,362900,362912.5,362907.03125,1
2516,74368,20201126,201126,95529,1,9,25,362925,362925,362900,362912.5,362906.6176470588,1
2517,74395,20201126,201126,95529,1,10,21,362925,362925,362900,362912.5,362908.06451612903,1
2518,74398,20201126,201126,95529,1,9,21,362900,362925,362900,362912.5,362907.5,-1
2519,74441,20201126,201126,95530,6,25,6,362900,362925,362900,362912.5,362920.1612903226,-1
2520,74462,20201126,201126,95530,1,1,21,362900,362900,362875,362887.5,362876.13636363635,1
2521,74471,20201126,201126,95530,1,18,6,362900,362925,362900,362912.5,362918.75,-1
2522,74512,20201126,201126,95530,6,11,9,362900,362925,362900,362912.5,362913.75,-1
2523,74521,20201126,201126,95530,1,15,3,362900,362925,362900,362912.5,362920.8333333333,-1
2524,74524,20201126,201126,95530,2,15,2,362900,362925,362900,362912.5,362922.0588235294,-1
2525,74565,20201126,201126,95530,3,3,16,362900,362900,362875,362887.5,362878.94736842107,1
2526,74566,20201126,201126,95530,3,3,16,362925,362900,362875,362887.5,362878.94736842107,1
2527,74571,20201126,201126,95530,6,19,16,362925,362925,362875,362900.0,362902.14285714284,1
2528,74654,20201126,201126,95530,1,3,16,362900,362925,362900,362912.5,362903.94736842107,-1
2529,74703,20201126,201126,95531,7,20,7,362900,362925,362900,362912.5,362918.51851851854,-1
2530,74780,20201126,201126,95532,13,4,17,362875,362900,362875,362887.5,362879.7619047619,-1
2531,74789,20201126,201126,95532,2,8,4,362875,362900,362875,362887.5,362891.6666666667,-1
2532,74792,20201126,201126,95532,1,8,2,362875,362900,362875,362887.5,362895.0,-1
2533,74811,20201126,201126,95532,2,17,3,362875,362900,362875,362887.5,362896.25,-1
2534,74814,20201126,201126,95532,1,17,1,362875,362900,362875,362887.5,362898.6111111111,-1
2535,74819,20201126,201126,95532,1,1,21,362875,362875,362850,362862.5,362851.13636363635,1
2536,74838,20201126,201126,95532,1,17,5,362875,362900,362875,362887.5,362894.3181818182,-1
2537,74871,20201126,201126,95532,1,4,17,362900,362900,362875,362887.5,362879.7619047619,1
2538,74878,20201126,201126,95532,1,2,18,362900,362900,362875,362887.5,362877.5,1
2539,74939,20201126,201126,95532,13,12,13,362875,362900,362875,362887.5,362887.0,-1
2540,75006,20201126,201126,95532,2,19,5,362850,362875,362850,362862.5,362869.7916666667,-1
2541,75015,20201126,201126,95532,2,24,2,362850,362875,362850,362862.5,362873.07692307694,-1
2542,75050,20201126,201126,95533,20,4,21,362825,362850,362825,362837.5,362829.0,-1
2543,75051,20201126,201126,95533,1,4,21,362825,362850,362825,362837.5,362829.0,-1
2544,75094,20201126,201126,95533,23,4,23,362800,362825,362800,362812.5,362803.7037037037,-1
2545,75145,20201126,201126,95533,11,13,11,362775,362800,362775,362787.5,362788.5416666667,-1
2546,75146,20201126,201126,95533,14,13,11,362750,362800,362775,362787.5,362788.5416666667,-1
2547,75147,20201126,201126,95533,1,13,11,362750,362800,362775,362787.5,362788.5416666667,-1
2548,75206,20201126,201126,95533,6,6,18,362775,362775,362750,362762.5,362756.25,1
2549,75259,20201126,201126,95533,1,9,16,362775,362800,362775,362787.5,362784.0,-1
2550,75278,20201126,201126,95533,1,9,15,362775,362800,362775,362787.5,362784.375,-1
2551,75297,20201126,201126,95534,5,7,15,362800,362800,362775,362787.5,362782.95454545453,1
2552,75300,20201126,201126,95534,1,2,15,362800,362800,362775,362787.5,362777.9411764706,1
2553,75307,20201126,201126,95534,1,1,15,362800,362800,362775,362787.5,362776.5625,1
2554,75342,20201126,201126,95534,13,15,17,362775,362825,362775,362800.0,362798.4375,-1
2555,75423,20201126,201126,95534,14,11,14,362775,362800,362775,362787.5,362786.0,-1
2556,75424,20201126,201126,95534,30,11,14,362750,362800,362775,362787.5,362786.0,-1
2557,75437,20201126,201126,95534,1,1,24,362750,362750,362725,362737.5,362726.0,1
2558,75446,20201126,201126,95534,1,1,22,362750,362750,362725,362737.5,362726.0869565217,1
2559,75469,20201126,201126,95534,2,3,16,362750,362750,362725,362737.5,362728.94736842107,1
2560,75472,20201126,201126,95534,1,1,16,362750,362750,362725,362737.5,362726.4705882353,1
2561,75481,20201126,201126,95534,1,2,17,362750,362750,362725,362737.5,362727.63157894736,1
2562,75484,20201126,201126,95534,1,1,17,362750,362750,362725,362737.5,362726.3888888889,1
2563,75497,20201126,201126,95534,1,3,17,362750,362750,362725,362737.5,362728.75,1
2564,75500,20201126,201126,95534,1,2,17,362750,362750,362725,362737.5,362727.63157894736,1
2565,75509,20201126,201126,95534,1,1,16,362750,362750,362725,362737.5,362726.4705882353,1
2566,75526,20201126,201126,95534,1,18,7,362750,362775,362750,362762.5,362768.0,-1
2567,75533,20201126,201126,95534,5,18,6,362750,362775,362750,362762.5,362768.75,-1
2568,75536,20201126,201126,95534,1,18,1,362750,362775,362750,362762.5,362773.6842105263,-1
2569,75565,20201126,201126,95534,5,5,14,362750,362750,362725,362737.5,362731.5789473684,1
2570,75632,20201126,201126,95535,1,1,24,362750,362775,362750,362762.5,362751.0,-1
2571,75699,20201126,201126,95536,5,10,13,362775,362775,362750,362762.5,362760.8695652174,1
2572,75708,20201126,201126,95536,2,2,17,362775,362775,362750,362762.5,362752.63157894736,1
2573,75709,20201126,201126,95536,4,2,17,362800,362775,362750,362762.5,362752.63157894736,1
2574,75758,20201126,201126,95536,1,12,13,362775,362800,362775,362787.5,362787.0,-1
2575,75797,20201126,201126,95536,1,18,1,362775,362800,362775,362787.5,362798.6842105263,-1
