,TradeIdx,Date,EntryDate,Time,TradeVolume,AskVolume,BidVolume,TradePrice,AskPrice,BidPrice,MidPrice,MidPriceW,Buy/Sell
0,6,20201126,201126,90000,3,3,34,362975,362975,362950,362962.5,362952.02702702704,1
1,87,20201126,201126,90000,1,25,20,363000,363000,362975,362987.5,362988.8888888889,1
2,94,20201126,201126,90004,1,28,19,363000,363000,362975,362987.5,362989.89361702127,1
3,239,20201126,201126,90021,2,43,38,362975,363000,362975,362987.5,362988.27160493826,-1
4,254,20201126,201126,90024,1,42,35,363000,363000,362975,362987.5,362988.63636363635,1
5,261,20201126,201126,90025,1,39,35,362975,363000,362975,362987.5,362988.1756756757,-1
6,276,20201126,201126,90025,1,42,33,362975,363000,362975,362987.5,362989.0,-1
7,295,20201126,201126,90027,2,42,35,363000,363000,362975,362987.5,362988.63636363635,1
8,328,20201126,201126,90028,5,41,37,363000,363000,362975,362987.5,362988.141025641,1
9,363,20201126,201126,90028,2,29,37,363000,363000,362975,362987.5,362985.98484848486,1
10,370,20201126,201126,90029,3,24,39,362975,363000,362975,362987.5,362984.5238095238,-1
11,425,20201126,201126,90030,1,34,31,363000,363000,362975,362987.5,362988.07692307694,1
12,466,20201126,201126,90032,1,36,31,363000,363000,362975,362987.5,362988.4328358209,1
13,481,20201126,201126,90035,1,32,32,362975,363000,362975,362987.5,362987.5,-1
14,486,20201126,201126,90035,1,35,31,362975,363000,362975,362987.5,362988.25757575757,-1
15,489,20201126,201126,90035,1,35,30,362975,363000,362975,362987.5,362988.46153846156,-1
16,492,20201126,201126,90036,1,35,29,362975,363000,362975,362987.5,362988.671875,-1
17,509,20201126,201126,90036,1,41,26,362975,363000,362975,362987.5,362990.29850746266,-1
18,512,20201126,201126,90036,2,41,25,362975,363000,362975,362987.5,362990.5303030303,-1
19,515,20201126,201126,90036,3,41,23,362975,363000,362975,362987.5,362991.015625,-1
20,536,20201126,201126,90038,5,46,20,363000,363000,362975,362987.5,362992.42424242425,1
21,585,20201126,201126,90039,20,33,25,362975,363000,362975,362987.5,362989.224137931,-1
22,588,20201126,201126,90039,1,33,5,362975,363000,362975,362987.5,362996.7105263158,-1
23,591,20201126,201126,90039,1,33,4,362975,363000,362975,362987.5,362997.2972972973,-1
24,596,20201126,201126,90039,3,35,3,362975,363000,362975,362987.5,362998.0263157895,-1
25,611,20201126,201126,90039,1,37,1,362975,363000,362975,362987.5,362999.34210526315,-1
26,620,20201126,201126,90039,5,5,53,362975,362975,362950,362962.5,362952.1551724138,1
27,625,20201126,201126,90039,1,39,1,362975,363000,362975,362987.5,362999.375,-1
28,630,20201126,201126,90039,1,1,53,362975,362975,362950,362962.5,362950.462962963,1
29,661,20201126,201126,90039,18,36,7,363000,363000,362975,362987.5,362995.93023255817,1
30,722,20201126,201126,90039,1,13,31,362975,363000,362975,362987.5,362982.38636363635,-1
31,813,20201126,201126,90040,3,12,46,363000,363000,362975,362987.5,362980.1724137931,1
32,816,20201126,201126,90040,2,9,46,363000,363000,362975,362987.5,362979.0909090909,1
33,821,20201126,201126,90040,3,6,46,363000,363000,362975,362987.5,362977.8846153846,1
34,824,20201126,201126,90040,3,3,46,363000,363000,362975,362987.5,362976.5306122449,1
35,843,20201126,201126,90040,3,48,6,363000,363025,363000,363012.5,363022.22222222225,-1
36,846,20201126,201126,90040,3,48,3,363000,363025,363000,363012.5,363023.5294117647,-1
37,901,20201126,201126,90040,2,16,49,363000,363000,362975,362987.5,362981.1538461539,1
38,918,20201126,201126,90040,2,6,50,362975,363000,362975,362987.5,362977.6785714286,-1
39,953,20201126,201126,90042,1,9,48,363000,363000,362975,362987.5,362978.94736842107,1
40,970,20201126,201126,90044,5,9,48,363000,363000,362975,362987.5,362978.94736842107,1
41,973,20201126,201126,90044,1,4,48,363000,363000,362975,362987.5,362976.92307692306,1
42,976,20201126,201126,90044,2,3,48,363000,363000,362975,362987.5,362976.4705882353,1
43,979,20201126,201126,90044,1,1,48,363000,363000,362975,362987.5,362975.51020408166,1
44,1014,20201126,201126,90044,1,45,12,363000,363025,363000,363012.5,363019.7368421053,-1
45,1151,20201126,201126,90046,3,44,4,363000,363025,363000,363012.5,363022.9166666667,-1
46,1154,20201126,201126,90046,1,44,1,363000,363025,363000,363012.5,363024.44444444444,-1
47,1199,20201126,201126,90048,4,42,16,363025,363025,363000,363012.5,363018.1034482759,1
48,1244,20201126,201126,90051,22,31,48,363025,363025,363000,363012.5,363009.8101265823,1
49,1247,20201126,201126,90051,1,9,48,363025,363025,363000,363012.5,363003.94736842107,1
50,1250,20201126,201126,90051,2,8,48,363025,363025,363000,363012.5,363003.5714285714,1
51,1261,20201126,201126,90051,5,5,52,363025,363025,363000,363012.5,363002.1929824561,1
52,1390,20201126,201126,90053,1,23,27,363025,363050,363025,363037.5,363036.5,-1
53,1449,20201126,201126,90054,1,19,26,363050,363050,363025,363037.5,363035.55555555556,1
54,1458,20201126,201126,90054,12,16,29,363050,363050,363025,363037.5,363033.8888888889,1
55,1461,20201126,201126,90054,1,4,29,363050,363050,363025,363037.5,363028.0303030303,1
56,1464,20201126,201126,90054,1,3,29,363050,363050,363025,363037.5,363027.34375,1
57,1475,20201126,201126,90054,1,2,27,363050,363050,363025,363037.5,363026.724137931,1
58,1480,20201126,201126,90054,1,1,29,363050,363050,363025,363037.5,363025.8333333333,1
59,1513,20201126,201126,90054,1,6,27,363025,363050,363025,363037.5,363029.54545454547,-1
60,1532,20201126,201126,90054,1,8,26,363025,363050,363025,363037.5,363030.8823529412,-1
61,1543,20201126,201126,90055,5,9,44,363050,363050,363025,363037.5,363029.24528301886,1
62,1546,20201126,201126,90055,2,4,44,363050,363050,363025,363037.5,363027.0833333333,1
63,1587,20201126,201126,90055,4,34,19,363050,363075,363050,363062.5,363066.03773584904,-1
64,1620,20201126,201126,90055,5,35,5,363050,363075,363050,363062.5,363071.875,-1
65,1639,20201126,201126,90055,1,39,3,363050,363075,363050,363062.5,363073.21428571426,-1
66,1712,20201126,201126,90058,1,25,34,363050,363075,363050,363062.5,363060.593220339,-1
67,1715,20201126,201126,90058,2,25,33,363075,363075,363050,363062.5,363060.775862069,1
68,1716,20201126,201126,90058,3,25,33,363075,363075,363050,363062.5,363060.775862069,1
69,1763,20201126,201126,90058,1,33,27,363075,363075,363050,363062.5,363063.75,1
70,1772,20201126,201126,90058,1,33,27,363075,363075,363050,363062.5,363063.75,1
71,1791,20201126,201126,90059,1,26,30,363075,363075,363050,363062.5,363061.60714285716,1
72,1818,20201126,201126,90059,1,22,30,363075,363075,363050,363062.5,363060.57692307694,1
73,1827,20201126,201126,90059,2,19,31,363075,363075,363050,363062.5,363059.5,1
74,1918,20201126,201126,90101,1,18,34,363050,363075,363050,363062.5,363058.6538461539,-1
75,1941,20201126,201126,90102,1,15,42,363075,363075,363050,363062.5,363056.5789473684,1
76,1948,20201126,201126,90102,5,13,40,363075,363075,363050,363062.5,363056.1320754717,1
77,1953,20201126,201126,90102,1,7,40,363075,363075,363050,363062.5,363053.72340425535,1
78,1956,20201126,201126,90102,1,6,40,363075,363075,363050,363062.5,363053.26086956525,1
79,1969,20201126,201126,90102,1,5,45,363075,363075,363050,363062.5,363052.5,1
80,1976,20201126,201126,90102,3,4,48,363050,363075,363050,363062.5,363051.92307692306,-1
81,2001,20201126,201126,90103,5,6,42,363075,363075,363050,363062.5,363053.125,1
82,2004,20201126,201126,90103,1,1,42,363075,363075,363050,363062.5,363050.5813953488,1
83,2019,20201126,201126,90103,1,52,2,363075,363100,363075,363087.5,363099.0740740741,-1
84,2024,20201126,201126,90103,2,52,2,363075,363100,363075,363087.5,363099.0740740741,-1
85,2077,20201126,201126,90104,1,17,31,363075,363075,363050,363062.5,363058.8541666667,1
86,2104,20201126,201126,90104,1,24,27,363075,363075,363050,363062.5,363061.76470588235,1
87,2135,20201126,201126,90104,21,32,21,363050,363075,363050,363062.5,363065.09433962265,-1
88,2166,20201126,201126,90104,1,6,65,363050,363050,363025,363037.5,363027.11267605633,1
89,2199,20201126,201126,90106,62,9,62,363025,363050,363025,363037.5,363028.1690140845,-1
90,2200,20201126,201126,90106,1,9,62,363000,363050,363025,363037.5,363028.1690140845,-1
91,2257,20201126,201126,90106,1,45,34,363000,363025,363000,363012.5,363014.2405063291,-1
92,2312,20201126,201126,90106,8,10,39,363025,363025,363000,363012.5,363005.10204081633,1
93,2333,20201126,201126,90106,7,27,8,363025,363050,363025,363037.5,363044.28571428574,-1
94,2336,20201126,201126,90106,1,27,1,363025,363050,363025,363037.5,363049.10714285716,-1
95,2361,20201126,201126,90106,1,1,41,363025,363025,363000,363012.5,363000.59523809527,1
96,2580,20201126,201126,90108,6,6,43,363025,363025,363000,363012.5,363003.0612244898,1
97,2587,20201126,201126,90108,1,33,2,363025,363050,363025,363037.5,363048.5714285714,-1
98,2590,20201126,201126,90108,1,33,1,363025,363050,363025,363037.5,363049.26470588235,-1
99,2647,20201126,201126,90109,6,6,35,363025,363025,363000,363012.5,363003.65853658534,1
100,2700,20201126,201126,90109,13,29,15,363025,363050,363025,363037.5,363041.4772727273,-1
101,2703,20201126,201126,90109,1,29,2,363025,363050,363025,363037.5,363048.3870967742,-1
102,2706,20201126,201126,90109,1,29,1,363025,363050,363025,363037.5,363049.1666666667,-1
103,2723,20201126,201126,90109,1,6,44,363025,363025,363000,363012.5,363003.0,1
104,2732,20201126,201126,90109,4,4,43,363025,363025,363000,363012.5,363002.12765957444,1
105,2747,20201126,201126,90110,1,30,1,363025,363050,363025,363037.5,363049.1935483871,-1
106,2796,20201126,201126,90110,2,21,46,363025,363025,363000,363012.5,363007.8358208955,1
107,2803,20201126,201126,90111,1,1,48,363025,363025,363000,363012.5,363000.51020408166,1
108,2816,20201126,201126,90111,13,32,41,363000,363050,363000,363025.0,363021.91780821915,-1
109,2921,20201126,201126,90112,14,29,14,363000,363025,363000,363012.5,363016.8604651163,-1
110,2972,20201126,201126,90113,13,16,67,362975,363000,362975,362987.5,362979.8192771084,-1
111,3067,20201126,201126,90114,3,21,53,362975,363000,362975,362987.5,362982.0945945946,-1
112,3070,20201126,201126,90114,1,21,50,362975,363000,362975,362987.5,362982.3943661972,-1
113,3073,20201126,201126,90115,1,21,49,363000,363000,362975,362987.5,362982.5,1
114,3100,20201126,201126,90116,1,26,49,363000,363000,362975,362987.5,362983.6666666667,1
115,3105,20201126,201126,90118,20,24,49,363000,363000,362975,362987.5,362983.2191780822,1
116,3108,20201126,201126,90118,1,4,49,363000,363000,362975,362987.5,362976.88679245283,1
117,3111,20201126,201126,90118,1,3,49,363000,363000,362975,362987.5,362976.4423076923,1
118,3114,20201126,201126,90118,2,2,49,363000,363000,362975,362987.5,362975.98039215687,1
119,3169,20201126,201126,90119,1,15,49,363000,363000,362975,362987.5,362980.859375,1
120,3248,20201126,201126,90121,2,2,52,363000,363000,362975,362987.5,362975.9259259259,1
121,3257,20201126,201126,90121,2,38,2,363000,363025,363000,363012.5,363023.75,-1
122,3278,20201126,201126,90121,1,12,50,363000,363000,362975,362987.5,362979.8387096774,1
123,3357,20201126,201126,90126,1,6,52,363000,363000,362975,362987.5,362977.5862068966,1
124,3360,20201126,201126,90126,5,5,52,363000,363000,362975,362987.5,362977.1929824561,1
125,3379,20201126,201126,90126,1,35,1,363000,363025,363000,363012.5,363024.30555555556,-1
126,3394,20201126,201126,90126,1,1,50,363000,363000,362975,362987.5,362975.49019607843,1
127,3443,20201126,201126,90128,1,28,18,363000,363025,363000,363012.5,363015.2173913043,-1
128,3504,20201126,201126,90131,2,13,26,363000,363025,363000,363012.5,363008.3333333333,-1
129,3521,20201126,201126,90132,2,14,24,363000,363025,363000,363012.5,363009.2105263158,-1
130,3656,20201126,201126,90136,1,15,23,363000,363025,363000,363012.5,363009.86842105264,-1
131,3731,20201126,201126,90139,5,33,5,363000,363025,363000,363012.5,363021.7105263158,-1
132,3786,20201126,201126,90139,1,7,50,363000,363000,362975,362987.5,362978.0701754386,1
133,3789,20201126,201126,90139,1,6,50,363000,363000,362975,362987.5,362977.6785714286,1
134,3792,20201126,201126,90139,3,3,50,363000,363000,362975,362987.5,362976.41509433964,1
135,3801,20201126,201126,90139,17,34,55,362975,363025,362975,363000.0,362994.1011235955,-1
136,3900,20201126,201126,90140,1,5,49,363000,363000,362975,362987.5,362977.31481481483,1
137,3959,20201126,201126,90143,3,7,49,363000,363000,362975,362987.5,362978.125,1
138,4056,20201126,201126,90148,1,36,1,363000,363025,363000,363012.5,363024.3243243243,-1
139,4209,20201126,201126,90204,1,6,52,363000,363000,362975,362987.5,362977.5862068966,1
140,4218,20201126,201126,90204,1,3,56,363000,363000,362975,362987.5,362976.27118644066,1
141,4221,20201126,201126,90204,1,2,56,363000,363000,362975,362987.5,362975.8620689655,1
142,4224,20201126,201126,90204,1,1,56,363000,363000,362975,362987.5,362975.43859649124,1
143,4255,20201126,201126,90205,9,32,9,363000,363025,363000,363012.5,363019.51219512196,-1
144,4282,20201126,201126,90205,1,8,51,363000,363000,362975,362987.5,362978.3898305085,1
145,4285,20201126,201126,90205,7,7,51,363000,363000,362975,362987.5,362978.0172413793,1
146,4286,20201126,201126,90205,2,7,51,363025,363000,362975,362987.5,362978.0172413793,1
147,4307,20201126,201126,90205,1,33,15,363000,363025,363000,363012.5,363017.1875,-1
148,4318,20201126,201126,90205,14,32,14,363000,363025,363000,363012.5,363017.39130434784,-1
149,4329,20201126,201126,90205,3,30,4,363000,363025,363000,363012.5,363022.0588235294,-1
150,4332,20201126,201126,90205,1,30,1,363000,363025,363000,363012.5,363024.1935483871,-1
151,4351,20201126,201126,90205,1,16,54,363000,363000,362975,362987.5,362980.71428571426,1
152,4374,20201126,201126,90206,1,21,51,362975,363000,362975,362987.5,362982.2916666667,-1
153,4397,20201126,201126,90207,1,30,47,362975,363000,362975,362987.5,362984.74025974027,-1
154,4420,20201126,201126,90208,1,23,47,362975,363000,362975,362987.5,362983.21428571426,-1
155,4463,20201126,201126,90216,1,14,48,363000,363000,362975,362987.5,362980.6451612903,1
156,4570,20201126,201126,90224,2,27,49,362975,363000,362975,362987.5,362983.88157894736,-1
157,4579,20201126,201126,90226,1,28,45,363000,363000,362975,362987.5,362984.58904109587,1
158,4594,20201126,201126,90227,3,23,46,363000,363000,362975,362987.5,362983.3333333333,1
159,4633,20201126,201126,90230,5,34,42,363000,363000,362975,362987.5,362986.1842105263,1
160,4672,20201126,201126,90234,1,23,47,363000,363000,362975,362987.5,362983.21428571426,1
161,4703,20201126,201126,90238,5,20,47,362975,363000,362975,362987.5,362982.46268656716,-1
162,4746,20201126,201126,90241,4,24,38,363000,363000,362975,362987.5,362984.67741935485,1
163,4759,20201126,201126,90241,3,15,41,363000,363000,362975,362987.5,362981.6964285714,1
164,4816,20201126,201126,90244,12,15,43,363000,363000,362975,362987.5,362981.4655172414,1
165,4819,20201126,201126,90244,1,3,43,363000,363000,362975,362987.5,362976.6304347826,1
166,4856,20201126,201126,90246,1,5,49,363000,363000,362975,362987.5,362977.31481481483,1
167,4861,20201126,201126,90246,2,3,49,363000,363000,362975,362987.5,362976.4423076923,1
168,4864,20201126,201126,90246,1,1,49,363000,363000,362975,362987.5,362975.5,1
169,4885,20201126,201126,90247,5,36,5,363000,363025,363000,363012.5,363021.9512195122,-1
170,4948,20201126,201126,90256,1,26,48,363000,363000,362975,362987.5,362983.7837837838,1
171,4955,20201126,201126,90258,1,24,47,363000,363000,362975,362987.5,362983.45070422534,1
172,4958,20201126,201126,90258,5,23,47,363000,363000,362975,362987.5,362983.21428571426,1
173,4961,20201126,201126,90258,4,18,47,363000,363000,362975,362987.5,362981.92307692306,1
174,4964,20201126,201126,90258,1,14,47,363000,363000,362975,362987.5,362980.737704918,1
175,4973,20201126,201126,90259,1,13,48,363000,363000,362975,362987.5,362980.3278688525,1
176,5024,20201126,201126,90302,5,15,47,362975,363000,362975,362987.5,362981.0483870968,-1
177,5081,20201126,201126,90305,3,33,37,362975,363000,362975,362987.5,362986.78571428574,-1
178,5088,20201126,201126,90308,12,33,28,362975,363000,362975,362987.5,362988.52459016396,-1
179,5091,20201126,201126,90308,1,33,16,362975,363000,362975,362987.5,362991.8367346939,-1
180,5094,20201126,201126,90308,3,33,15,362975,363000,362975,362987.5,362992.1875,-1
181,5097,20201126,201126,90308,1,33,12,362975,363000,362975,362987.5,362993.3333333333,-1
182,5102,20201126,201126,90308,4,35,11,362975,363000,362975,362987.5,362994.02173913043,-1
183,5111,20201126,201126,90308,1,38,7,362975,363000,362975,362987.5,362996.1111111111,-1
184,5116,20201126,201126,90308,2,39,6,362975,363000,362975,362987.5,362996.6666666667,-1
185,5119,20201126,201126,90308,4,39,4,362975,363000,362975,362987.5,362997.67441860464,-1
186,5128,20201126,201126,90308,1,6,78,362975,362975,362950,362962.5,362951.78571428574,1
187,5133,20201126,201126,90308,1,6,78,362975,362975,362950,362962.5,362951.78571428574,1
188,5152,20201126,201126,90308,3,3,78,362975,362975,362950,362962.5,362950.9259259259,1
189,5199,20201126,201126,90309,2,35,70,362950,362975,362950,362962.5,362958.3333333333,-1
190,5200,20201126,201126,90309,1,35,70,362950,362975,362950,362962.5,362958.3333333333,-1
191,5207,20201126,201126,90309,4,47,67,362950,362975,362950,362962.5,362960.3070175439,-1
192,5214,20201126,201126,90309,2,47,61,362950,362975,362950,362962.5,362960.8796296296,-1
193,5231,20201126,201126,90316,2,51,56,362950,362975,362950,362962.5,362961.91588785045,-1
194,5234,20201126,201126,90316,1,51,54,362950,362975,362950,362962.5,362962.14285714284,-1
195,5237,20201126,201126,90319,5,51,53,362950,362975,362950,362962.5,362962.2596153846,-1
196,5240,20201126,201126,90319,1,51,48,362950,362975,362950,362962.5,362962.8787878788,-1
197,5243,20201126,201126,90319,1,51,47,362950,362975,362950,362962.5,362963.01020408166,-1
198,5246,20201126,201126,90319,4,51,46,362950,362975,362950,362962.5,362963.1443298969,-1
199,5249,20201126,201126,90319,4,51,42,362950,362975,362950,362962.5,362963.70967741933,-1
200,5252,20201126,201126,90319,2,51,38,362950,362975,362950,362962.5,362964.32584269665,-1
201,5257,20201126,201126,90319,1,52,36,362950,362975,362950,362962.5,362964.7727272727,-1
202,5262,20201126,201126,90319,1,55,35,362950,362975,362950,362962.5,362965.27777777775,-1
203,5267,20201126,201126,90319,1,55,33,362950,362975,362950,362962.5,362965.625,-1
204,5270,20201126,201126,90319,1,55,32,362950,362975,362950,362962.5,362965.8045977011,-1
205,5275,20201126,201126,90319,3,56,31,362950,362975,362950,362962.5,362966.091954023,-1
206,5278,20201126,201126,90319,1,56,28,362950,362975,362950,362962.5,362966.6666666667,-1
207,5281,20201126,201126,90319,20,56,27,362950,362975,362950,362962.5,362966.8674698795,-1
208,5284,20201126,201126,90319,2,56,7,362950,362975,362950,362962.5,362972.22222222225,-1
209,5287,20201126,201126,90319,1,56,5,362950,362975,362950,362962.5,362972.95081967214,-1
210,5290,20201126,201126,90319,1,56,4,362950,362975,362950,362962.5,362973.3333333333,-1
211,5293,20201126,201126,90319,1,56,3,362950,362975,362950,362962.5,362973.72881355934,-1
212,5298,20201126,201126,90319,1,56,3,362950,362975,362950,362962.5,362973.72881355934,-1
213,5301,20201126,201126,90319,2,56,2,362950,362975,362950,362962.5,362974.1379310345,-1
214,5318,20201126,201126,90319,6,6,38,362950,362950,362925,362937.5,362928.4090909091,1
215,5327,20201126,201126,90319,3,3,38,362950,362950,362925,362937.5,362926.8292682927,1
216,5346,20201126,201126,90319,36,52,9,362975,362975,362950,362962.5,362971.31147540984,1
217,5355,20201126,201126,90319,1,16,12,362975,362975,362950,362962.5,362964.28571428574,1
218,5358,20201126,201126,90319,1,15,12,362975,362975,362950,362962.5,362963.8888888889,1
219,5427,20201126,201126,90319,3,19,28,362950,362975,362950,362962.5,362960.10638297873,-1
220,5480,20201126,201126,90327,1,22,29,362950,362975,362950,362962.5,362960.7843137255,-1
221,5559,20201126,201126,90327,1,22,33,362950,362975,362950,362962.5,362960.0,-1
222,5666,20201126,201126,90334,1,39,26,362950,362975,362950,362962.5,362965.0,-1
223,5743,20201126,201126,90343,1,27,35,362975,362975,362950,362962.5,362960.8870967742,1
224,5748,20201126,201126,90344,1,25,35,362950,362975,362950,362962.5,362960.4166666667,-1
225,5757,20201126,201126,90344,1,26,32,362950,362975,362950,362962.5,362961.2068965517,-1
226,5928,20201126,201126,90354,1,39,17,362950,362975,362950,362962.5,362967.41071428574,-1
227,5939,20201126,201126,90355,1,41,13,362950,362975,362950,362962.5,362968.98148148146,-1
228,5942,20201126,201126,90355,2,41,12,362950,362975,362950,362962.5,362969.3396226415,-1
229,5947,20201126,201126,90355,10,42,10,362950,362975,362950,362962.5,362970.1923076923,-1
230,6126,20201126,201126,90355,1,16,36,362925,362950,362925,362937.5,362932.6923076923,-1
231,6127,20201126,201126,90355,1,16,36,362925,362950,362925,362937.5,362932.6923076923,-1
232,6214,20201126,201126,90400,1,40,24,362950,362950,362925,362937.5,362940.625,1
233,6245,20201126,201126,90400,17,25,34,362925,362950,362925,362937.5,362935.593220339,-1
234,6248,20201126,201126,90400,1,25,17,362925,362950,362925,362937.5,362939.88095238095,-1
235,6251,20201126,201126,90400,2,25,16,362925,362950,362925,362937.5,362940.243902439,-1
236,6308,20201126,201126,90401,1,41,10,362925,362950,362925,362937.5,362945.09803921566,-1
237,6313,20201126,201126,90402,1,41,11,362925,362950,362925,362937.5,362944.71153846156,-1
238,6324,20201126,201126,90402,30,38,11,362950,362950,362925,362937.5,362944.387755102,1
239,6375,20201126,201126,90402,6,6,34,362950,362950,362925,362937.5,362928.75,1
240,6388,20201126,201126,90402,2,3,35,362950,362950,362925,362937.5,362926.9736842105,1
241,6391,20201126,201126,90402,1,1,35,362950,362950,362925,362937.5,362925.69444444444,1
242,6398,20201126,201126,90402,1,43,3,362950,362975,362950,362962.5,362973.3695652174,-1
243,6407,20201126,201126,90402,4,44,4,362950,362975,362950,362962.5,362972.9166666667,-1
244,6414,20201126,201126,90402,1,1,30,362950,362950,362925,362937.5,362925.8064516129,1
245,6625,20201126,201126,90408,17,17,33,362950,362950,362925,362937.5,362933.5,1
246,6626,20201126,201126,90408,23,17,33,362975,362950,362925,362937.5,362933.5,1
247,6709,20201126,201126,90408,1,33,15,362950,362975,362950,362962.5,362967.1875,-1
248,6742,20201126,201126,90412,1,37,13,362975,362975,362950,362962.5,362968.5,1
249,6771,20201126,201126,90413,2,33,18,362950,362975,362950,362962.5,362966.17647058825,-1
250,6794,20201126,201126,90413,11,34,11,362950,362975,362950,362962.5,362968.8888888889,-1
251,6843,20201126,201126,90413,1,5,41,362950,362950,362925,362937.5,362927.7173913043,1
252,6852,20201126,201126,90413,1,4,42,362950,362950,362925,362937.5,362927.17391304346,1
253,6855,20201126,201126,90414,3,3,42,362950,362950,362925,362937.5,362926.6666666667,1
254,6878,20201126,201126,90414,1,36,1,362950,362975,362950,362962.5,362974.3243243243,-1
255,7079,20201126,201126,90429,1,28,24,362950,362950,362925,362937.5,362938.46153846156,1
256,7112,20201126,201126,90429,4,19,40,362950,362950,362925,362937.5,362933.0508474576,1
257,7115,20201126,201126,90429,1,15,40,362950,362950,362925,362937.5,362931.8181818182,1
258,7120,20201126,201126,90429,4,13,40,362950,362950,362925,362937.5,362931.1320754717,1
259,7123,20201126,201126,90429,4,9,40,362950,362950,362925,362937.5,362929.5918367347,1
260,7126,20201126,201126,90429,2,5,40,362950,362950,362925,362937.5,362927.77777777775,1
261,7129,20201126,201126,90429,1,3,40,362950,362950,362925,362937.5,362926.74418604653,1
262,7132,20201126,201126,90429,2,2,40,362950,362950,362925,362937.5,362926.1904761905,1
263,7175,20201126,201126,90433,2,35,14,362950,362975,362950,362962.5,362967.85714285716,-1
264,7184,20201126,201126,90433,1,35,9,362950,362975,362950,362962.5,362969.88636363635,-1
265,7225,20201126,201126,90437,1,27,22,362950,362975,362950,362962.5,362963.7755102041,-1
266,7264,20201126,201126,90439,1,30,16,362975,362975,362950,362962.5,362966.3043478261,1
267,7317,20201126,201126,90445,8,32,8,362950,362975,362950,362962.5,362970.0,-1
268,7318,20201126,201126,90445,19,32,8,362925,362975,362950,362962.5,362970.0,-1
269,7443,20201126,201126,90447,7,7,39,362950,362950,362925,362937.5,362928.8043478261,1
270,7502,20201126,201126,90449,4,39,5,362950,362975,362950,362962.5,362972.1590909091,-1
271,7507,20201126,201126,90449,1,40,1,362950,362975,362950,362962.5,362974.39024390245,-1
272,7522,20201126,201126,90449,1,7,32,362950,362950,362925,362937.5,362929.4871794872,1
273,7549,20201126,201126,90450,5,5,37,362925,362950,362925,362937.5,362927.9761904762,-1
274,7584,20201126,201126,90451,10,5,35,362925,362950,362925,362937.5,362928.125,-1
275,7627,20201126,201126,90451,2,16,27,362925,362950,362925,362937.5,362934.3023255814,-1
276,7740,20201126,201126,90452,1,40,13,362925,362950,362925,362937.5,362943.8679245283,-1
277,7775,20201126,201126,90453,1,34,25,362925,362950,362925,362937.5,362939.406779661,-1
278,7780,20201126,201126,90453,1,34,23,362925,362950,362925,362937.5,362939.91228070174,-1
279,7783,20201126,201126,90454,1,34,22,362925,362950,362925,362937.5,362940.1785714286,-1
280,7790,20201126,201126,90454,1,34,21,362925,362950,362925,362937.5,362940.45454545453,-1
281,7795,20201126,201126,90454,1,34,21,362950,362950,362925,362937.5,362940.45454545453,1
282,7812,20201126,201126,90454,1,33,27,362925,362950,362925,362937.5,362938.75,-1
283,7819,20201126,201126,90454,15,33,26,362925,362950,362925,362937.5,362938.9830508475,-1
284,7826,20201126,201126,90454,1,35,9,362925,362950,362925,362937.5,362944.88636363635,-1
285,7829,20201126,201126,90454,3,35,8,362925,362950,362925,362937.5,362945.3488372093,-1
286,7864,20201126,201126,90455,1,35,11,362925,362950,362925,362937.5,362944.02173913043,-1
287,7871,20201126,201126,90455,1,35,8,362925,362950,362925,362937.5,362945.3488372093,-1
288,7876,20201126,201126,90455,1,36,7,362925,362950,362925,362937.5,362945.93023255817,-1
289,7921,20201126,201126,90500,27,27,28,362950,362950,362925,362937.5,362937.2727272727,1
290,8006,20201126,201126,90506,1,40,10,362950,362975,362950,362962.5,362970.0,-1
291,8099,20201126,201126,90510,1,37,10,362950,362975,362950,362962.5,362969.6808510638,-1
292,8102,20201126,201126,90510,9,37,9,362950,362975,362950,362962.5,362970.10869565216,-1
293,8103,20201126,201126,90510,8,37,9,362925,362975,362950,362962.5,362970.10869565216,-1
294,8344,20201126,201126,90512,2,26,19,362950,362950,362925,362937.5,362939.44444444444,1
295,8513,20201126,201126,90524,10,29,37,362950,362950,362925,362937.5,362935.98484848486,1
296,8518,20201126,201126,90524,2,18,37,362950,362950,362925,362937.5,362933.1818181818,1
297,8521,20201126,201126,90524,2,16,37,362950,362950,362925,362937.5,362932.5471698113,1
298,8564,20201126,201126,90526,1,27,32,362950,362950,362925,362937.5,362936.4406779661,1
299,8727,20201126,201126,90539,1,28,29,362950,362950,362925,362937.5,362937.2807017544,1
300,8750,20201126,201126,90540,3,23,33,362925,362950,362925,362937.5,362935.26785714284,-1
301,8957,20201126,201126,90554,1,36,11,362925,362950,362925,362937.5,362944.1489361702,-1
302,8970,20201126,201126,90554,1,36,11,362925,362950,362925,362937.5,362944.1489361702,-1
303,8977,20201126,201126,90555,6,36,8,362925,362950,362925,362937.5,362945.45454545453,-1
304,8980,20201126,201126,90555,2,36,2,362925,362950,362925,362937.5,362948.6842105263,-1
305,8989,20201126,201126,90555,1,38,1,362925,362950,362925,362937.5,362949.358974359,-1
306,9094,20201126,201126,90558,2,21,36,362925,362950,362925,362937.5,362934.2105263158,-1
307,9115,20201126,201126,90600,1,21,35,362925,362950,362925,362937.5,362934.375,-1
308,9134,20201126,201126,90600,7,22,32,362925,362950,362925,362937.5,362935.18518518517,-1
