,OrderFlowImba,qi,T
0,-0.0014499174798684109,0.0,5
1,-0.0004508146786145479,0.0,5
2,-0.00044638406752251305,0.0,5
3,-0.0004087238732402167,0.0,5
4,-0.0004054009149211905,-3.097985190287584,5
5,-0.0003865708177800423,6.195970380575168,5
6,-0.0003622024567738505,-6.195970380575168,5
7,-0.0003466953179517285,0.0,5
8,-0.0003278652208105803,0.0,5
9,-0.0003223269569455367,0.0,5
10,-0.00031789634585350184,0.0,5
11,-0.0003145733875344757,-6.195970380575168,5
12,-0.00031346573476146697,0.0,5
13,-0.00030460451257739723,-24.78388152230067,5
14,-0.0002890973737552752,-18.587911141725503,5
15,-0.00027802084602518803,0.0,5
16,-0.0002769131932521793,0.0,5
17,-0.0002713749293871357,0.0,5
18,-0.000270267276614127,0.0,5
19,-0.0002691596238411183,-12.391940761150336,5
20,-0.0002492218739269614,0.0,5
21,-0.00024146830451590034,-12.391940761150336,5
22,-0.00023039177678581317,0.0,5
23,-0.00022374586014776087,-9.293955570862751,5
24,-0.00022263820737475215,0.0,5
25,-0.00022153055460174344,-6.195970380575168,5
26,-0.000219315249055726,-9.293955570862751,5
27,-0.0002182075962827173,-6.195970380575168,5
28,-0.00021599229073669985,-6.195970380575168,5
29,-0.00021156167964466499,-3.097985190287584,5
30,-0.00020934637409864755,-6.195970380575168,5
31,-0.00019826984636856038,6.195970380575168,5
32,-0.00019383923527652551,0.0,5
33,-0.00018940862418449065,-6.195970380575168,5
34,-0.00018830097141148193,-12.391940761150336,5
35,-0.00017500913813537733,0.0,5
36,-0.00017168617981635118,0.0,5
37,-0.00016947087427033374,0.0,5
38,-0.0001661479159513076,-12.391940761150336,5
39,-0.000160609652086264,6.195970380575168,5
40,-0.00015728669376723786,-12.391940761150336,5
41,-0.00015617904099422914,-6.195970380575168,5
42,-0.00015507138822122042,0.0,5
43,-0.000152856082675203,3.097985190287584,5
44,-0.00015174842990219427,0.0,5
45,-0.0001473178188101594,-3.097985190287584,5
46,-0.0001462101660371507,0.0,5
47,-0.00014399486049113323,-6.195970380575168,5
48,-0.0001428872077181245,-6.195970380575168,5
49,-0.0001417795549451158,0.0,5
50,-0.00014067190217210708,0.0,5
51,-0.00013956424939909836,-6.195970380575168,5
52,-0.00013845659662608964,-3.097985190287584,5
53,-0.00013734894385308092,-6.195970380575168,5
54,-0.0001362412910800722,0.0,5
55,-0.0001351336383070635,0.0,5
56,-0.00013402598553405477,-3.097985190287584,5
57,-0.00013291833276104606,-1.2391940761150335,5
58,-0.00013070302721502862,0.0,5
59,-0.0001295953744420199,-4.1306469203834455,5
60,-0.0001284877216690112,-3.7175822283451008,5
61,-0.00012738006889600247,-2.0653234601917227,5
62,-0.00012627241612299376,-6.195970380575168,5
63,-0.00012516476334998504,0.0,5
64,-0.00012405711057697632,-2.0653234601917227,5
65,-0.0001229494578039676,-18.587911141725503,5
66,-0.0001218418050309589,-2.0653234601917227,5
67,-0.00012073415225795017,-1.548992595143792,5
